venta_id,fecha,hora,cliente_id,producto,categoria,cantidad,precio_unitario,subtotal,metodo_pago,empleado,sucursal,dia_semana
1191,2026-02-13,14:27,1520,Baguette,Pan,6,1.79,10.74,Tarjeta,Ana,Norte,Miércoles
1192,2026-04-24,20:27,1198,Queque Vainilla,Pasteles,2,9.55,19.1,Tarjeta,Luis,Norte,Martes
1193,2026-04-17,12:06,1697,Capuchino,Bebidas,5,3.21,16.05,Efectivo,José,Centro,Lunes
1194,2026-01-19,10:15,1067,Dona,Repostería,2,1.15,2.3,SINPE,Ana,Norte,Martes
1195,2026-01-08,17:52,1708,Muffin,Repostería,7,2.37,16.59,Tarjeta,María,Centro,Martes
1196,2026-03-23,15:18,1751,Pan Integral,Pan,4,2.17,8.68,Efectivo,Ana,Centro,Viernes
1197,2026-06-08,08:20,1697,Muffin,Repostería,8,2.46,19.68,Efectivo,Luis,Centro,Miércoles
1198,2026-01-22,13:27,1342,Muffin,Repostería,8,2.31,18.48,Efectivo,Luis,Norte,Lunes
1199,2026-04-19,06:31,1253,Croissant,Repostería,1,1.51,1.51,Tarjeta,Ana,Centro,Domingo
1200,2026-05-17,08:48,1150,Pan Francés,Pan,5,0.47,2.35,Efectivo,Ana,Norte,Domingo
1201,2026-06-12,14:16,1679,Galletas,Repostería,6,3.48,20.88,Tarjeta,Carlos,Norte,Jueves
1202,2026-03-17,18:42,1610,Pan Francés,Pan,6,0.44,2.64,Tarjeta,Ana,Norte,Sábado
1203,2026-04-28,09:42,1145,Café,Bebidas,1,1.93,1.93,Tarjeta,María,Centro,Martes
1204,2026-06-03,09:58,1386,Capuchino,Bebidas,7,3.16,22.12,SINPE,Ana,Norte,Sábado
1205,2026-05-06,10:58,1695,Jugo Natural,Bebidas,8,2.94,23.52,Tarjeta,Carlos,Norte,Viernes
1206,2026-01-19,14:44,1351,Empanada Pollo,Salado,5,2.45,12.25,SINPE,Ana,Norte,Domingo
1207,2026-01-16,20:43,1150,Empanada Queso,Salado,6,2.25,13.5,Tarjeta,José,Centro,Viernes
1208,2026-03-03,18:18,1015,Queque Chocolate,Pasteles,3,11.76,35.28,Tarjeta,Ana,Centro,Miércoles
1209,2026-03-01,12:22,1676,Pan Dulce,Pan,2,1.05,2.1,Efectivo,Ana,Norte,Martes
1210,2026-05-22,18:35,1158,Queque Vainilla,Pasteles,5,10.29,51.45,Efectivo,José,Norte,Martes
1211,2026-01-10,09:02,1484,Galletas,Repostería,4,3.48,13.92,Tarjeta,Luis,Sur,Sábado
1212,2026-01-09,20:19,1611,Empanada Pollo,Salado,7,2.47,17.29,Tarjeta,Luis,Sur,Jueves
1213,2026-02-22,18:12,1256,Jugo Natural,Bebidas,6,2.89,17.34,Efectivo,María,Sur,Martes
1214,2026-05-21,13:34,1187,Queque Chocolate,Pasteles,5,11.5,57.5,Tarjeta,María,Centro,Martes
1215,2026-05-22,17:22,1479,Café,Bebidas,8,2.04,16.32,Tarjeta,María,Norte,Jueves
1216,2026-05-01,18:26,1090,Empanada Pollo,Salado,8,2.38,19.04,Efectivo,Sofía,Norte,Domingo
1217,2026-05-19,20:18,1054,Dona,Repostería,6,1.16,6.96,Tarjeta,Luis,Norte,Sábado
1218,2026-05-15,19:03,1086,Pan Francés,Pan,8,0.46,3.68,Efectivo,Carlos,Sur,Lunes
1219,2026-05-16,17:21,1062,Queque Vainilla,Pasteles,2,10.32,20.64,Efectivo,José,Sur,Sábado
1220,2026-05-05,14:47,1507,Café,Bebidas,1,2.04,2.04,Efectivo,Luis,Sur,Sábado
1221,2026-03-24,20:00,1496,Pan Dulce,Pan,3,1.08,3.24,SINPE,José,Centro,Lunes
1222,2026-01-17,07:15,1209,Baguette,Pan,1,1.74,1.74,Efectivo,María,Centro,Domingo
1223,2026-01-10,12:30,1188,Café,Bebidas,8,1.98,15.84,Efectivo,Sofía,Norte,Domingo
1224,2026-05-04,12:09,1651,Capuchino,Bebidas,8,3.31,26.48,Efectivo,Luis,Centro,Domingo
1225,2026-06-23,14:12,1487,Galletas,Repostería,4,3.38,13.52,Tarjeta,Carlos,Norte,Sábado
1226,2026-03-13,12:44,1109,Baguette,Pan,8,1.78,14.24,Tarjeta,María,Norte,Martes
1227,2026-05-13,06:37,1310,Pan Francés,Pan,5,0.45,2.25,Efectivo,José,Sur,Sábado
1228,2026-03-05,13:56,1740,Capuchino,Bebidas,8,3.05,24.4,Tarjeta,Carlos,Centro,Martes
1229,2026-06-17,12:32,1064,Queque Vainilla,Pasteles,4,9.85,39.4,Efectivo,José,Centro,Miércoles
1230,2026-02-09,18:48,1674,Jugo Natural,Bebidas,6,2.79,16.74,Tarjeta,María,Centro,Domingo
1231,2026-04-20,16:11,1589,Jugo Natural,Bebidas,8,2.77,22.16,SINPE,Sofía,Sur,Viernes
1232,2026-05-19,11:37,1632,Queque Chocolate,Pasteles,3,12.24,36.72,Tarjeta,Ana,Centro,Lunes
1233,2026-06-04,13:59,1695,Pan Dulce,Pan,3,1.07,3.21,Tarjeta,Carlos,Centro,Domingo
1234,2026-02-24,20:24,1773,Pan Integral,Pan,4,2.11,8.44,Tarjeta,Ana,Centro,Viernes
1235,2026-06-03,13:48,1383,Queque Chocolate,Pasteles,2,11.44,22.88,SINPE,José,Centro,Martes
1236,2026-04-05,16:36,1569,Queque Vainilla,Pasteles,2,10.2,20.4,Efectivo,Luis,Norte,Jueves
1237,2026-06-06,12:52,1541,Empanada Queso,Salado,5,2.24,11.2,Efectivo,Ana,Sur,Lunes
1238,2026-02-01,11:49,1417,Jugo Natural,Bebidas,2,2.72,5.44,SINPE,Sofía,Centro,Miércoles
1239,2026-02-19,19:30,1512,Croissant,Repostería,8,1.45,11.6,Tarjeta,Carlos,Sur,Viernes
1240,2026-04-14,16:24,1072,Pan Dulce,Pan,3,1.13,3.39,SINPE,Ana,Centro,Domingo
1241,2026-04-08,06:38,1553,Café,Bebidas,5,1.92,9.6,Tarjeta,Ana,Centro,Domingo
1242,2026-03-03,19:55,1161,Queque Chocolate,Pasteles,5,11.87,59.35,Tarjeta,Ana,Sur,Viernes
1243,2026-01-18,17:57,1113,Dona,Repostería,5,1.19,5.95,SINPE,María,Norte,Sábado
1244,2026-03-07,11:56,1783,Pan Francés,Pan,1,0.44,0.44,Efectivo,Luis,Centro,Viernes
1245,2026-06-02,09:31,1074,Pan Dulce,Pan,6,1.15,6.9,SINPE,Sofía,Sur,Domingo
1246,2026-01-14,15:47,1627,Pan Integral,Pan,1,2.17,2.17,Efectivo,Sofía,Norte,Martes
1247,2026-04-17,09:41,1358,Queque Chocolate,Pasteles,1,11.52,11.52,Tarjeta,María,Norte,Domingo
1248,2026-01-01,18:50,1200,Pan Dulce,Pan,4,1.05,4.2,SINPE,Sofía,Norte,Sábado
1249,2026-01-13,18:24,1712,Jugo Natural,Bebidas,1,2.81,2.81,Efectivo,María,Sur,Jueves
1250,2026-01-20,20:23,1360,Café,Bebidas,3,1.92,5.76,Efectivo,Carlos,Norte,Lunes
1251,2026-01-08,12:47,1770,Dona,Repostería,4,1.15,4.6,SINPE,Sofía,Centro,Domingo
1252,2026-01-02,08:28,1184,Pan Francés,Pan,4,0.46,1.84,Tarjeta,Ana,Norte,Miércoles
1253,2026-02-20,12:30,1673,Capuchino,Bebidas,4,3.36,13.44,Efectivo,José,Centro,Lunes
1254,2026-06-27,11:57,1225,Queque Chocolate,Pasteles,4,11.99,47.96,Tarjeta,José,Norte,Miércoles
1255,2026-02-17,20:17,1326,Pan Integral,Pan,5,2.28,11.4,SINPE,Sofía,Sur,Lunes
1256,2026-06-20,13:17,1080,Pan Francés,Pan,6,0.47,2.82,Efectivo,Luis,Sur,Martes
1257,2026-06-27,18:09,1036,Queque Chocolate,Pasteles,4,11.55,46.2,Efectivo,José,Norte,Sábado
1258,2026-01-16,19:02,1276,Pan Integral,Pan,8,2.3,18.4,Tarjeta,Sofía,Norte,Miércoles
1259,2026-05-13,13:01,1391,Pan Dulce,Pan,2,1.05,2.1,Tarjeta,María,Centro,Martes
1260,2026-04-18,06:42,1312,Dona,Repostería,7,1.16,8.12,Efectivo,Sofía,Norte,Lunes
1261,2026-03-26,18:37,1221,Muffin,Repostería,6,2.5,15.0,Efectivo,Carlos,Sur,Domingo
1262,2026-06-24,18:03,1111,Capuchino,Bebidas,7,3.32,23.24,SINPE,María,Sur,Sábado
1263,2026-06-19,18:33,1266,Queque Chocolate,Pasteles,8,11.91,95.28,Efectivo,María,Norte,Sábado
1264,2026-01-09,18:43,1280,Muffin,Repostería,4,2.31,9.24,Efectivo,Luis,Sur,Miércoles
1265,2026-03-12,10:42,1256,Queque Vainilla,Pasteles,7,9.54,66.78,SINPE,Sofía,Centro,Lunes
1266,2026-02-15,13:01,1450,Queque Chocolate,Pasteles,6,12.4,74.4,Efectivo,María,Centro,Miércoles
1267,2026-05-03,10:57,1624,Empanada Queso,Salado,4,2.28,9.12,SINPE,Carlos,Centro,Jueves
1268,2026-03-09,19:31,1130,Croissant,Repostería,5,1.54,7.7,Efectivo,José,Centro,Martes
1269,2026-06-02,08:43,1518,Pan Dulce,Pan,1,1.07,1.07,Tarjeta,Sofía,Norte,Lunes
1270,2026-06-09,10:01,1694,Café,Bebidas,4,1.91,7.64,Tarjeta,Sofía,Sur,Lunes
1271,2026-01-17,13:07,1523,Capuchino,Bebidas,4,3.15,12.6,Efectivo,Luis,Centro,Miércoles
1272,2026-06-14,07:41,1436,Capuchino,Bebidas,6,3.31,19.86,Tarjeta,Luis,Centro,Miércoles
1273,2026-04-21,11:30,1301,Capuchino,Bebidas,6,3.15,18.9,SINPE,Ana,Centro,Miércoles
1274,2026-05-01,07:38,1216,Pan Francés,Pan,5,0.47,2.35,Tarjeta,Sofía,Sur,Domingo
1275,2026-04-27,15:02,1672,Galletas,Repostería,6,3.65,21.9,SINPE,Luis,Norte,Domingo
1276,2026-02-19,14:36,1645,Jugo Natural,Bebidas,2,2.93,5.86,SINPE,José,Norte,Viernes
1277,2026-05-26,06:38,1483,Galletas,Repostería,2,3.62,7.24,SINPE,Sofía,Sur,Jueves
1278,2026-05-10,20:15,1336,Queque Vainilla,Pasteles,5,9.7,48.5,Efectivo,Carlos,Centro,Jueves
1279,2026-04-24,20:26,1370,Queque Vainilla,Pasteles,2,10.19,20.38,Efectivo,Carlos,Sur,Viernes
1280,2026-05-08,13:50,1428,Baguette,Pan,6,1.83,10.98,Efectivo,Sofía,Centro,Viernes
1281,2026-06-05,15:16,1293,Dona,Repostería,7,1.22,8.54,Tarjeta,Carlos,Centro,Lunes
1282,2026-02-19,13:40,1791,Empanada Pollo,Salado,7,2.5,17.5,Efectivo,Luis,Norte,Lunes
1283,2026-05-23,20:30,1760,Croissant,Repostería,2,1.49,2.98,Efectivo,Luis,Centro,Domingo
1284,2026-01-05,14:55,1542,Empanada Pollo,Salado,1,2.55,2.55,Tarjeta,María,Norte,Martes
1285,2026-01-11,20:52,1344,Empanada Pollo,Salado,4,2.55,10.2,SINPE,Sofía,Sur,Lunes
1286,2026-03-15,20:26,1645,Galletas,Repostería,1,3.35,3.35,Tarjeta,José,Norte,Miércoles
1287,2026-06-06,17:49,1603,Pan Integral,Pan,8,2.24,17.92,SINPE,Ana,Centro,Lunes
1288,2026-04-13,11:28,1180,Capuchino,Bebidas,6,3.26,19.56,SINPE,José,Sur,Miércoles
1289,2026-04-11,06:36,1530,Pan Integral,Pan,2,2.14,4.28,SINPE,Sofía,Sur,Domingo
1290,2026-04-11,18:11,1146,Muffin,Repostería,7,2.35,16.45,Efectivo,José,Sur,Martes
1291,2026-05-11,07:22,1291,Empanada Pollo,Salado,5,2.52,12.6,Efectivo,Ana,Norte,Miércoles
1292,2026-02-10,20:16,1620,Empanada Queso,Salado,8,2.24,17.92,Efectivo,Luis,Sur,Miércoles
1293,2026-05-25,08:01,1612,Croissant,Repostería,2,1.46,2.92,Efectivo,Sofía,Sur,Domingo
1294,2026-01-12,09:18,1584,Dona,Repostería,1,1.2,1.2,Tarjeta,José,Norte,Viernes
1295,2026-01-23,17:58,1122,Croissant,Repostería,8,1.47,11.76,Tarjeta,María,Norte,Miércoles
1296,2026-06-22,07:22,1080,Baguette,Pan,3,1.89,5.67,SINPE,Luis,Sur,Lunes
1297,2026-03-15,16:47,1525,Queque Vainilla,Pasteles,3,10.01,30.03,SINPE,Ana,Sur,Sábado
1298,2026-06-26,14:20,1194,Queque Vainilla,Pasteles,1,9.93,9.93,SINPE,José,Sur,Lunes
1299,2026-05-13,19:14,1689,Jugo Natural,Bebidas,1,2.73,2.73,Efectivo,Carlos,Norte,Martes
1300,2026-03-05,09:40,1090,Empanada Queso,Salado,3,2.35,7.05,SINPE,José,Sur,Martes
1301,2026-05-20,09:45,1182,Pan Francés,Pan,7,0.43,3.01,Efectivo,María,Sur,Miércoles
1302,2026-02-21,11:30,1543,Capuchino,Bebidas,7,3.24,22.68,SINPE,Luis,Norte,Domingo
1303,2026-04-26,16:25,1612,Dona,Repostería,5,1.22,6.1,Tarjeta,Sofía,Norte,Miércoles
1304,2026-03-14,13:20,1253,Baguette,Pan,4,1.73,6.92,SINPE,María,Centro,Martes
1305,2026-03-23,12:45,1131,Empanada Queso,Salado,6,2.34,14.04,Tarjeta,María,Sur,Jueves
1306,2026-03-17,09:56,1418,Jugo Natural,Bebidas,4,2.67,10.68,Efectivo,Sofía,Norte,Miércoles
1307,2026-04-14,12:16,1055,Jugo Natural,Bebidas,6,2.78,16.68,Tarjeta,María,Sur,Martes
1308,2026-04-08,15:56,1170,Queque Vainilla,Pasteles,1,9.81,9.81,SINPE,Luis,Sur,Lunes
1309,2026-05-01,17:01,1388,Capuchino,Bebidas,6,3.08,18.48,Efectivo,José,Norte,Miércoles
1310,2026-05-07,11:34,1203,Pan Integral,Pan,2,2.23,4.46,Efectivo,Sofía,Norte,Domingo
1311,2026-02-12,11:26,1220,Galletas,Repostería,4,3.43,13.72,SINPE,José,Centro,Lunes
1312,2026-05-04,14:25,1496,Pan Francés,Pan,1,0.46,0.46,Efectivo,Luis,Norte,Miércoles
1313,2026-06-08,06:17,1767,Pan Francés,Pan,4,0.46,1.84,Efectivo,María,Sur,Jueves
1314,2026-01-03,14:46,1720,Croissant,Repostería,5,1.55,7.75,SINPE,María,Centro,Lunes
1315,2026-05-26,12:12,1620,Galletas,Repostería,3,3.36,10.08,Tarjeta,Carlos,Norte,Viernes
1316,2026-04-07,07:16,1671,Galletas,Repostería,1,3.43,3.43,SINPE,María,Norte,Miércoles
1317,2026-04-18,10:30,1291,Empanada Pollo,Salado,2,2.43,4.86,SINPE,Sofía,Sur,Martes
1318,2026-06-13,11:48,1559,Empanada Pollo,Salado,1,2.62,2.62,SINPE,Ana,Norte,Martes
1319,2026-02-15,11:30,1576,Capuchino,Bebidas,1,3.17,3.17,Efectivo,José,Norte,Miércoles
1320,2026-02-07,19:31,1607,Croissant,Repostería,2,1.44,2.88,Efectivo,Ana,Centro,Jueves
1321,2026-05-25,09:03,1785,Capuchino,Bebidas,8,3.21,25.68,Tarjeta,Carlos,Norte,Miércoles
1322,2026-01-11,17:36,1613,Galletas,Repostería,6,3.62,21.72,Tarjeta,Ana,Norte,Sábado
1323,2026-03-21,09:20,1472,Dona,Repostería,8,1.21,9.68,SINPE,María,Sur,Viernes
1324,2026-04-23,07:24,1130,Pan Dulce,Pan,2,1.15,2.3,Efectivo,Luis,Sur,Sábado
1325,2026-01-02,20:27,1507,Baguette,Pan,3,1.75,5.25,Efectivo,José,Sur,Jueves
1326,2026-03-04,12:18,1737,Croissant,Repostería,7,1.48,10.36,SINPE,Carlos,Sur,Miércoles
1327,2026-02-05,10:33,1701,Capuchino,Bebidas,6,3.22,19.32,Efectivo,Sofía,Sur,Miércoles
1328,2026-02-11,20:47,1737,Café,Bebidas,5,1.99,9.95,Efectivo,Luis,Sur,Sábado
1329,2026-04-06,08:30,1068,Pan Dulce,Pan,8,1.05,8.4,Efectivo,Carlos,Sur,Martes
1330,2026-03-04,06:39,1479,Dona,Repostería,2,1.2,2.4,SINPE,Luis,Centro,Miércoles
1331,2026-01-07,10:18,1436,Jugo Natural,Bebidas,4,2.76,11.04,SINPE,José,Norte,Miércoles
1332,2026-05-18,16:42,1207,Capuchino,Bebidas,7,3.34,23.38,Efectivo,Sofía,Centro,Lunes
1333,2026-03-19,07:08,1534,Galletas,Repostería,4,3.42,13.68,SINPE,José,Norte,Miércoles
1334,2026-06-28,15:42,1484,Capuchino,Bebidas,5,3.35,16.75,Efectivo,Luis,Centro,Domingo
1335,2026-05-05,08:10,1486,Dona,Repostería,4,1.15,4.6,Efectivo,Carlos,Centro,Lunes
1336,2026-04-11,10:32,1778,Croissant,Repostería,8,1.49,11.92,Efectivo,Luis,Sur,Jueves
1337,2026-03-10,19:33,1324,Empanada Pollo,Salado,7,2.55,17.85,SINPE,Ana,Sur,Domingo
1338,2026-03-23,08:53,1447,Dona,Repostería,3,1.25,3.75,SINPE,María,Norte,Sábado
1339,2026-05-14,16:22,1182,Pan Integral,Pan,5,2.24,11.2,Efectivo,Carlos,Norte,Domingo
1340,2026-02-20,14:56,1195,Jugo Natural,Bebidas,6,2.86,17.16,Tarjeta,Carlos,Centro,Sábado
1341,2026-05-07,06:37,1317,Pan Francés,Pan,4,0.45,1.8,Tarjeta,Ana,Norte,Miércoles
1342,2026-01-21,10:41,1490,Café,Bebidas,1,2.02,2.02,Tarjeta,Ana,Sur,Sábado
1343,2026-05-27,06:55,1735,Queque Chocolate,Pasteles,5,12.15,60.75,Tarjeta,Sofía,Sur,Jueves
1344,2026-06-25,14:51,1106,Empanada Queso,Salado,3,2.29,6.87,Efectivo,Carlos,Centro,Viernes
1345,2026-02-28,19:08,1084,Muffin,Repostería,3,2.45,7.35,Tarjeta,Ana,Centro,Jueves
1346,2026-05-09,19:12,1670,Jugo Natural,Bebidas,1,2.75,2.75,SINPE,José,Centro,Miércoles
1347,2026-02-19,17:23,1528,Pan Dulce,Pan,6,1.14,6.84,Efectivo,José,Norte,Jueves
1348,2026-05-05,17:17,1085,Pan Dulce,Pan,1,1.05,1.05,Efectivo,María,Centro,Miércoles
1349,2026-04-06,16:47,1003,Capuchino,Bebidas,4,3.26,13.04,Tarjeta,Carlos,Sur,Miércoles
1350,2026-06-03,15:59,1474,Baguette,Pan,6,1.79,10.74,Efectivo,Ana,Centro,Martes
1351,2026-05-21,06:49,1173,Galletas,Repostería,2,3.39,6.78,Efectivo,Luis,Sur,Miércoles
1352,2026-02-10,19:43,1657,Empanada Queso,Salado,2,2.39,4.78,Efectivo,José,Sur,Martes
1353,2026-03-06,10:08,1578,Queque Chocolate,Pasteles,1,11.86,11.86,Tarjeta,María,Centro,Domingo
1354,2026-02-10,10:44,1450,Dona,Repostería,5,1.25,6.25,Tarjeta,Ana,Norte,Miércoles
1355,2026-06-17,13:53,1646,Capuchino,Bebidas,6,3.15,18.9,SINPE,Luis,Centro,Domingo
1356,2026-05-07,17:27,1355,Capuchino,Bebidas,7,3.09,21.63,SINPE,José,Norte,Martes
1357,2026-02-09,09:29,1267,Queque Vainilla,Pasteles,5,9.59,47.95,Efectivo,Ana,Sur,Sábado
1358,2026-04-19,11:23,1577,Jugo Natural,Bebidas,3,2.79,8.37,Tarjeta,José,Sur,Lunes
1359,2026-01-06,12:30,1342,Queque Vainilla,Pasteles,2,10.13,20.26,Tarjeta,José,Centro,Martes
1360,2026-04-18,08:48,1022,Muffin,Repostería,6,2.35,14.1,Tarjeta,Sofía,Norte,Viernes
1361,2026-04-27,09:16,1740,Capuchino,Bebidas,7,3.27,22.89,Tarjeta,Sofía,Norte,Jueves
1362,2026-02-25,20:57,1519,Jugo Natural,Bebidas,7,2.74,19.18,Efectivo,María,Norte,Domingo
1363,2026-02-17,08:59,1307,Queque Chocolate,Pasteles,7,12.11,84.77,SINPE,José,Sur,Martes
1364,2026-03-26,06:05,1316,Capuchino,Bebidas,3,3.08,9.24,Efectivo,Carlos,Norte,Jueves
1365,2026-02-07,20:11,1308,Croissant,Repostería,8,1.43,11.44,Tarjeta,Ana,Centro,Martes
1366,2026-06-08,08:43,1568,Pan Dulce,Pan,4,1.09,4.36,Tarjeta,Ana,Norte,Martes
1367,2026-06-13,17:13,1483,Queque Vainilla,Pasteles,2,9.97,19.94,SINPE,María,Norte,Sábado
1368,2026-03-25,20:08,1409,Dona,Repostería,2,1.19,2.38,Tarjeta,Carlos,Sur,Sábado
1369,2026-05-03,11:31,1685,Pan Dulce,Pan,7,1.11,7.77,SINPE,Sofía,Centro,Martes
1370,2026-03-12,11:32,1001,Muffin,Repostería,3,2.46,7.38,SINPE,Sofía,Norte,Lunes
1371,2026-02-02,09:19,1445,Jugo Natural,Bebidas,4,2.7,10.8,Efectivo,Carlos,Norte,Sábado
1372,2026-03-13,16:52,1492,Croissant,Repostería,7,1.45,10.15,Efectivo,Carlos,Norte,Martes
1373,2026-01-15,18:05,1354,Croissant,Repostería,7,1.53,10.71,SINPE,José,Centro,Sábado
1374,2026-01-06,11:08,1588,Pan Dulce,Pan,7,1.13,7.91,SINPE,María,Sur,Jueves
1375,2026-06-13,12:49,1055,Pan Francés,Pan,8,0.46,3.68,Tarjeta,María,Norte,Sábado
1376,2026-04-17,11:49,1484,Jugo Natural,Bebidas,2,2.83,5.66,SINPE,Carlos,Sur,Miércoles
1377,2026-05-25,12:55,1690,Baguette,Pan,3,1.89,5.67,Efectivo,Luis,Centro,Miércoles
1378,2026-05-24,19:29,1445,Muffin,Repostería,5,2.33,11.65,Efectivo,María,Norte,Lunes
1379,2026-01-20,16:23,1258,Baguette,Pan,8,1.79,14.32,Tarjeta,Carlos,Sur,Miércoles
1380,2026-02-10,11:26,1017,Pan Integral,Pan,1,2.21,2.21,Tarjeta,Carlos,Norte,Sábado
1381,2026-01-18,17:25,1254,Pan Francés,Pan,2,0.44,0.88,Efectivo,Ana,Sur,Lunes
1382,2026-04-09,11:29,1705,Croissant,Repostería,3,1.52,4.56,SINPE,Luis,Sur,Domingo
1383,2026-03-12,06:09,1623,Café,Bebidas,8,1.91,15.28,SINPE,José,Centro,Jueves
1384,2026-06-24,10:27,1410,Café,Bebidas,2,1.97,3.94,Efectivo,Luis,Sur,Miércoles
1385,2026-04-04,18:12,1584,Galletas,Repostería,2,3.62,7.24,Tarjeta,Carlos,Sur,Viernes
1386,2026-01-12,15:30,1220,Café,Bebidas,4,2.04,8.16,Tarjeta,Carlos,Sur,Sábado
1387,2026-06-02,15:25,1185,Pan Integral,Pan,3,2.15,6.45,SINPE,Carlos,Norte,Lunes
1388,2026-04-22,08:17,1273,Empanada Pollo,Salado,4,2.38,9.52,Tarjeta,Sofía,Sur,Miércoles
1389,2026-06-11,09:04,1626,Baguette,Pan,4,1.75,7.0,Tarjeta,José,Sur,Viernes
1390,2026-06-20,11:34,1398,Pan Dulce,Pan,8,1.11,8.88,Tarjeta,Sofía,Centro,Miércoles
1391,2026-04-05,13:54,1760,Queque Vainilla,Pasteles,6,9.85,59.1,Tarjeta,Luis,Sur,Sábado
1392,2026-01-22,19:36,1080,Croissant,Repostería,7,1.46,10.22,SINPE,María,Sur,Miércoles
1393,2026-05-12,10:18,1768,Baguette,Pan,4,1.84,7.36,Tarjeta,María,Sur,Jueves
1394,2026-02-20,11:36,1441,Pan Francés,Pan,3,0.46,1.38,Tarjeta,Ana,Norte,Viernes
1395,2026-04-18,08:24,1621,Galletas,Repostería,8,3.67,29.36,Efectivo,Ana,Norte,Martes
1396,2026-02-28,08:49,1796,Dona,Repostería,2,1.21,2.42,SINPE,María,Sur,Jueves
1397,2026-05-09,11:49,1371,Queque Vainilla,Pasteles,4,9.92,39.68,SINPE,Ana,Sur,Sábado
1398,2026-05-13,09:54,1413,Jugo Natural,Bebidas,6,2.8,16.8,Tarjeta,María,Norte,Domingo
1399,2026-02-13,10:00,1545,Muffin,Repostería,8,2.32,18.56,Tarjeta,María,Sur,Martes
1400,2026-06-14,12:26,1193,Jugo Natural,Bebidas,2,2.77,5.54,SINPE,Ana,Sur,Martes
1401,2026-06-14,06:20,1624,Croissant,Repostería,2,1.51,3.02,Efectivo,Luis,Sur,Sábado
1402,2026-01-24,15:56,1669,Empanada Queso,Salado,2,2.4,4.8,Tarjeta,Sofía,Sur,Domingo
1403,2026-06-28,09:11,1483,Dona,Repostería,3,1.19,3.57,SINPE,Luis,Norte,Martes
1404,2026-02-19,13:29,1250,Queque Chocolate,Pasteles,2,12.47,24.94,SINPE,Sofía,Norte,Martes
1405,2026-05-21,07:51,1618,Pan Integral,Pan,3,2.3,6.9,Tarjeta,Luis,Centro,Jueves
1406,2026-01-22,16:26,1532,Galletas,Repostería,2,3.33,6.66,Tarjeta,María,Centro,Domingo
1407,2026-05-04,17:49,1621,Empanada Pollo,Salado,5,2.6,13.0,SINPE,Sofía,Sur,Lunes
1408,2026-01-10,18:25,1742,Empanada Queso,Salado,8,2.38,19.04,Efectivo,Carlos,Norte,Sábado
1409,2026-01-04,08:54,1268,Muffin,Repostería,8,2.38,19.04,SINPE,Ana,Sur,Martes
1410,2026-02-08,18:30,1215,Queque Vainilla,Pasteles,7,10.16,71.12,Tarjeta,Ana,Norte,Sábado
1411,2026-06-16,18:15,1775,Galletas,Repostería,2,3.49,6.98,Tarjeta,Carlos,Norte,Sábado
1412,2026-06-09,15:17,1608,Empanada Queso,Salado,6,2.37,14.22,Efectivo,Luis,Centro,Viernes
1413,2026-03-19,11:45,1298,Queque Chocolate,Pasteles,1,11.67,11.67,Tarjeta,José,Centro,Viernes
1414,2026-04-22,10:09,1761,Jugo Natural,Bebidas,5,2.79,13.95,SINPE,Luis,Centro,Viernes
1415,2026-02-01,19:13,1597,Queque Chocolate,Pasteles,7,11.71,81.97,Tarjeta,Luis,Sur,Lunes
1416,2026-06-28,14:25,1488,Queque Chocolate,Pasteles,6,12.27,73.62,SINPE,Luis,Norte,Sábado
1417,2026-04-28,20:31,1663,Croissant,Repostería,6,1.5,9.0,Efectivo,Sofía,Norte,Martes
1418,2026-01-11,09:19,1211,Empanada Queso,Salado,7,2.19,15.33,Efectivo,Luis,Norte,Viernes
1419,2026-03-16,13:36,1653,Pan Integral,Pan,2,2.23,4.46,Efectivo,José,Sur,Martes
1420,2026-01-13,16:06,1337,Galletas,Repostería,4,3.45,13.8,SINPE,Ana,Norte,Viernes
1421,2026-01-15,15:33,1253,Café,Bebidas,2,2.09,4.18,Efectivo,Carlos,Sur,Martes
1422,2026-06-15,08:02,1623,Galletas,Repostería,4,3.4,13.6,Tarjeta,Sofía,Norte,Lunes
1423,2026-01-05,14:19,1062,Galletas,Repostería,4,3.58,14.32,Efectivo,Luis,Centro,Viernes
1424,2026-05-26,06:20,1649,Pan Integral,Pan,8,2.19,17.52,Efectivo,Luis,Norte,Lunes
1425,2026-01-18,15:13,1612,Empanada Queso,Salado,2,2.29,4.58,Tarjeta,Carlos,Sur,Lunes
1426,2026-01-24,20:28,1796,Capuchino,Bebidas,7,3.32,23.24,SINPE,Luis,Sur,Domingo
1427,2026-03-25,12:38,1277,Jugo Natural,Bebidas,8,2.94,23.52,Tarjeta,José,Centro,Miércoles
1428,2026-06-10,10:55,1544,Café,Bebidas,8,2.0,16.0,Efectivo,Carlos,Norte,Sábado
1429,2026-01-25,08:31,1006,Café,Bebidas,5,2.03,10.15,Tarjeta,Sofía,Norte,Jueves
1430,2026-04-22,10:06,1453,Croissant,Repostería,3,1.43,4.29,Tarjeta,José,Sur,Viernes
1431,2026-01-25,09:13,1314,Pan Dulce,Pan,3,1.07,3.21,SINPE,Carlos,Norte,Domingo
1432,2026-03-20,09:36,1688,Café,Bebidas,8,1.92,15.36,Efectivo,Carlos,Centro,Martes
1433,2026-02-20,16:10,1333,Pan Integral,Pan,7,2.26,15.82,SINPE,María,Sur,Viernes
